		Total			MonoSyll			Initial			Medial			Final			nGram_Total			nGram_Word_initial
phones	Syllable Length	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF	TypeF	TokenF	LnTokenF
sGOb	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sGob	4	4	8.000000	2.079442	0	0.000000	0.000000	4	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	4	8.000000	2.079442	4	8.000000	2.079442	
sGoc	4	15	37.000000	3.610918	0	0.000000	0.000000	15	37.000000	3.610918	0	0.000000	0.000000	0	0.000000	0.000000	15	37.000000	3.610918	15	37.000000	3.610918	
sGo	3	16	44.000000	3.784190	0	0.000000	0.000000	16	44.000000	3.784190	0	0.000000	0.000000	0	0.000000	0.000000	90	224.000000	5.411646	89	222.000000	5.402677	
sGon	4	7	8.000000	2.079442	0	0.000000	0.000000	7	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	7	8.000000	2.079442	7	8.000000	2.079442	
sGOr	4	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
sGor	4	10	15.000000	2.708050	0	0.000000	0.000000	10	15.000000	2.708050	0	0.000000	0.000000	0	0.000000	0.000000	10	15.000000	2.708050	10	15.000000	2.708050	
sGOz	4	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
sGoz	4	7	14.000000	2.639057	0	0.000000	0.000000	7	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	7	14.000000	2.639057	7	14.000000	2.639057	
sGra	4	34	101.000000	4.615121	0	0.000000	0.000000	34	101.000000	4.615121	0	0.000000	0.000000	0	0.000000	0.000000	57	195.000000	5.273000	45	115.000000	4.744932	
sGraf	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
fiN	3	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
sGram	5	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	3	4.000000	1.386294	3	4.000000	1.386294	
sGran	5	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	24	42.000000	3.737670	22	36.000000	3.583519	
sGras	5	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
sGraz	5	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	11	76.000000	4.330733	2	3.000000	1.098612	
sGrec	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sGre	4	13	21.000000	3.044522	0	0.000000	0.000000	10	13.000000	2.564949	3	8.000000	2.079442	0	0.000000	0.000000	29	96.000000	4.564348	13	16.000000	2.772589	
sGreZ	5	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
sGri	4	8	21.000000	3.044522	0	0.000000	0.000000	8	21.000000	3.044522	0	0.000000	0.000000	0	0.000000	0.000000	12	26.000000	3.258097	12	26.000000	3.258097	
sGriL	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sGrin	5	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
sGriz	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sGrO	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	5.000000	1.609438	1	1.000000	0.000000	
sGron	5	4	4.000000	1.386294	0	0.000000	0.000000	4	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	4	4.000000	1.386294	4	4.000000	1.386294	
sGrop	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sGro	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	6	6.000000	1.791759	6	6.000000	1.791759	
sGrul	5	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	1	2.000000	0.693147	
sGwa	4	5	8.000000	2.079442	0	0.000000	0.000000	5	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	24	416.000000	6.030685	24	416.000000	6.030685	
sGwal	5	4	13.000000	2.564949	0	0.000000	0.000000	4	13.000000	2.564949	0	0.000000	0.000000	0	0.000000	0.000000	4	13.000000	2.564949	4	13.000000	2.564949	
sGwar	5	8	384.000000	5.950643	0	0.000000	0.000000	8	384.000000	5.950643	0	0.000000	0.000000	0	0.000000	0.000000	8	384.000000	5.950643	8	384.000000	5.950643	
sGwat	5	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	1	2.000000	0.693147	
sGwaz	5	6	9.000000	2.197225	0	0.000000	0.000000	6	9.000000	2.197225	0	0.000000	0.000000	0	0.000000	0.000000	6	9.000000	2.197225	6	9.000000	2.197225	
sGwE	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sGwin	5	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
sGwiz	5	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sGur	4	1	4.000000	1.386294	0	0.000000	0.000000	1	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	1	4.000000	1.386294	1	4.000000	1.386294	
sGuS	4	11	21.000000	3.044522	0	0.000000	0.000000	11	21.000000	3.044522	0	0.000000	0.000000	0	0.000000	0.000000	11	21.000000	3.044522	11	21.000000	3.044522	
sjEs	4	1	3.000000	1.098612	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	1	3.000000	1.098612	
Glar	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	
bad	3	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	67	463.000000	6.137727	37	180.000000	5.192957	
tEks	4	2	3.000000	1.098612	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	4	33.000000	3.496508	3	32.000000	3.465736	
sjor	4	2	3.000000	1.098612	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
slab	4	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
slac	4	7	8.000000	2.079442	0	0.000000	0.000000	7	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	7	8.000000	2.079442	7	8.000000	2.079442	
sla	3	20	50.000000	3.912023	0	0.000000	0.000000	17	46.000000	3.828641	2	3.000000	1.098612	1	1.000000	0.000000	91	611.000000	6.415097	35	117.000000	4.762174	
slan	4	7	57.000000	4.043051	0	0.000000	0.000000	7	57.000000	4.043051	0	0.000000	0.000000	0	0.000000	0.000000	9	64.000000	4.158883	7	57.000000	4.043051	
slar	4	2	4.000000	1.386294	0	0.000000	0.000000	2	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	3	5.000000	1.609438	2	4.000000	1.386294	
sle	3	7	16.000000	2.772589	0	0.000000	0.000000	7	16.000000	2.772589	0	0.000000	0.000000	0	0.000000	0.000000	8	18.000000	2.890372	7	16.000000	2.772589	
sli	3	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	23	91.000000	4.510860	18	78.000000	4.356709	
slit	4	17	76.000000	4.330733	0	0.000000	0.000000	17	76.000000	4.330733	0	0.000000	0.000000	0	0.000000	0.000000	18	77.000000	4.343805	17	76.000000	4.330733	
slO	3	3	25.000000	3.218876	0	0.000000	0.000000	1	1.000000	0.000000	2	24.000000	3.178054	0	0.000000	0.000000	3	25.000000	3.218876	1	1.000000	0.000000	
slo	3	22	109.000000	4.691348	0	0.000000	0.000000	17	84.000000	4.430817	5	25.000000	3.218876	0	0.000000	0.000000	42	215.000000	5.370638	20	93.000000	4.532599	
slog	4	2	8.000000	2.079442	0	0.000000	0.000000	2	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	2	8.000000	2.079442	2	8.000000	2.079442	
slom	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sma	3	22	46.000000	3.828641	1	1.000000	0.000000	21	45.000000	3.806662	0	0.000000	0.000000	0	0.000000	0.000000	187	702.000000	6.553933	104	357.000000	5.877736	
smak	4	5	10.000000	2.302585	0	0.000000	0.000000	5	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	5	10.000000	2.302585	5	10.000000	2.302585	
smaL	4	6	24.000000	3.178054	0	0.000000	0.000000	6	24.000000	3.178054	0	0.000000	0.000000	0	0.000000	0.000000	6	24.000000	3.178054	6	24.000000	3.178054	
smal	4	20	88.000000	4.477337	0	0.000000	0.000000	20	88.000000	4.477337	0	0.000000	0.000000	0	0.000000	0.000000	24	94.000000	4.543295	24	94.000000	4.543295	
sman	4	13	47.000000	3.850148	0	0.000000	0.000000	13	47.000000	3.850148	0	0.000000	0.000000	0	0.000000	0.000000	35	125.000000	4.828314	24	76.000000	4.330733	
smar	4	25	103.000000	4.634729	0	0.000000	0.000000	25	103.000000	4.634729	0	0.000000	0.000000	0	0.000000	0.000000	31	128.000000	4.852030	25	103.000000	4.634729	
smaS	4	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	1	2.000000	0.693147	
smas	4	10	34.000000	3.526361	0	0.000000	0.000000	10	34.000000	3.526361	0	0.000000	0.000000	0	0.000000	0.000000	10	34.000000	3.526361	10	34.000000	3.526361	
smaz	4	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
smEm	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
smem	4	3	4.000000	1.386294	0	0.000000	0.000000	3	4.000000	1.386294	0	0.000000	0.000000	0	0.000000	0.000000	8	13.000000	2.564949	8	13.000000	2.564949	
sme	3	15	42.000000	3.737670	0	0.000000	0.000000	15	42.000000	3.737670	0	0.000000	0.000000	0	0.000000	0.000000	140	928.000000	6.833032	86	588.000000	6.376727	
smEr	4	3	6.000000	1.791759	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	3	6.000000	1.791759	3	6.000000	1.791759	
smer	4	5	10.000000	2.302585	0	0.000000	0.000000	5	10.000000	2.302585	0	0.000000	0.000000	0	0.000000	0.000000	14	42.000000	3.737670	14	42.000000	3.737670	
smes	4	12	263.000000	5.572154	0	0.000000	0.000000	3	111.000000	4.709530	9	152.000000	5.023881	0	0.000000	0.000000	20	278.000000	5.627621	3	111.000000	4.709530	
smet	4	61	335.000000	5.814131	0	0.000000	0.000000	35	174.000000	5.159055	26	161.000000	5.081404	0	0.000000	0.000000	68	343.000000	5.837730	36	175.000000	5.164786	
smic	4	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	3	11.000000	2.397895	1	2.000000	0.693147	
smi	3	28	63.000000	4.143135	0	0.000000	0.000000	21	55.000000	4.007333	7	8.000000	2.079442	0	0.000000	0.000000	172	858.000000	6.754604	33	81.000000	4.394449	
smil	4	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	3	5.000000	1.609438	3	5.000000	1.609438	
smir	4	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	3	6.000000	1.791759	2	5.000000	1.609438	
smis	4	13	324.000000	5.780744	0	0.000000	0.000000	9	20.000000	2.995732	4	304.000000	5.717028	0	0.000000	0.000000	26	399.000000	5.988961	17	53.000000	3.970292	
smo	3	6	12.000000	2.484907	0	0.000000	0.000000	6	12.000000	2.484907	0	0.000000	0.000000	0	0.000000	0.000000	512	2866.000000	7.960673	37	94.000000	4.543295	
smok	4	2	2.000000	0.693147	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	2	2.000000	0.693147	
smon	4	15	52.000000	3.951244	0	0.000000	0.000000	15	52.000000	3.951244	0	0.000000	0.000000	0	0.000000	0.000000	19	70.000000	4.248495	15	52.000000	3.951244	
smOr	4	6	42.000000	3.737670	0	0.000000	0.000000	6	42.000000	3.737670	0	0.000000	0.000000	0	0.000000	0.000000	6	42.000000	3.737670	6	42.000000	3.737670	
smor	4	9	18.000000	2.890372	0	0.000000	0.000000	9	18.000000	2.890372	0	0.000000	0.000000	0	0.000000	0.000000	10	19.000000	2.944439	10	19.000000	2.944439	
smOs	4	2	6.000000	1.791759	0	0.000000	0.000000	2	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	4	11.000000	2.397895	2	6.000000	1.791759	
smot	4	2	5.000000	1.609438	0	0.000000	0.000000	2	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	2	5.000000	1.609438	2	5.000000	1.609438	
smoz	4	3	5.000000	1.609438	0	0.000000	0.000000	3	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	3	5.000000	1.609438	3	5.000000	1.609438	
smun	4	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	2	3.000000	1.098612	
smwO	4	5	14.000000	2.639057	0	0.000000	0.000000	5	14.000000	2.639057	0	0.000000	0.000000	0	0.000000	0.000000	5	14.000000	2.639057	5	14.000000	2.639057	
smwo	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
smu	3	3	4.000000	1.386294	0	0.000000	0.000000	1	1.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	16	23.000000	3.135494	11	17.000000	2.833213	
smus	4	8	13.000000	2.564949	0	0.000000	0.000000	8	13.000000	2.564949	0	0.000000	0.000000	0	0.000000	0.000000	9	14.000000	2.639057	8	13.000000	2.564949	
snaj	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
sna	3	14	21.000000	3.044522	0	0.000000	0.000000	14	21.000000	3.044522	0	0.000000	0.000000	0	0.000000	0.000000	19	26.000000	3.258097	15	22.000000	3.091042	
sneb	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
snEl	4	4	19.000000	2.944439	0	0.000000	0.000000	4	19.000000	2.944439	0	0.000000	0.000000	0	0.000000	0.000000	5	22.000000	3.091042	4	19.000000	2.944439	
snel	4	8	13.000000	2.564949	0	0.000000	0.000000	8	13.000000	2.564949	0	0.000000	0.000000	0	0.000000	0.000000	8	13.000000	2.564949	8	13.000000	2.564949	
sner	4	2	5.000000	1.609438	0	0.000000	0.000000	2	5.000000	1.609438	0	0.000000	0.000000	0	0.000000	0.000000	3	10.000000	2.302585	2	5.000000	1.609438	
sni	3	3	3.000000	1.098612	0	0.000000	0.000000	3	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	17	88.000000	4.477337	8	14.000000	2.639057	
snif	4	5	11.000000	2.397895	0	0.000000	0.000000	5	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	5	11.000000	2.397895	5	11.000000	2.397895	
snOb	4	4	12.000000	2.484907	2	10.000000	2.302585	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	4	12.000000	2.484907	4	12.000000	2.484907	
snob	4	8	20.000000	2.995732	0	0.000000	0.000000	8	20.000000	2.995732	0	0.000000	0.000000	0	0.000000	0.000000	11	30.000000	3.401197	11	30.000000	3.401197	
snOc	4	1	3.000000	1.098612	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	1	3.000000	1.098612	
snoc	4	6	7.000000	1.945910	0	0.000000	0.000000	6	7.000000	1.945910	0	0.000000	0.000000	0	0.000000	0.000000	6	7.000000	1.945910	6	7.000000	1.945910	
snO	3	3	17.000000	2.833213	0	0.000000	0.000000	3	17.000000	2.833213	0	0.000000	0.000000	0	0.000000	0.000000	14	48.000000	3.871201	8	32.000000	3.465736	
snot	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	1	1.000000	0.000000	
brje	4	2	13.000000	2.564949	0	0.000000	0.000000	0	0.000000	0.000000	1	12.000000	2.484907	1	1.000000	0.000000	2	13.000000	2.564949	0	0.000000	0.000000	
sOf	3	13	163.000000	5.093750	0	0.000000	0.000000	13	163.000000	5.093750	0	0.000000	0.000000	0	0.000000	0.000000	28	256.000000	5.545177	16	175.000000	5.164786	
fjet	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	
soG	3	6	12.000000	2.484907	0	0.000000	0.000000	6	12.000000	2.484907	0	0.000000	0.000000	0	0.000000	0.000000	7	14.000000	2.639057	7	14.000000	2.639057	
stiz	4	16	51.000000	3.931826	0	0.000000	0.000000	7	16.000000	2.772589	9	35.000000	3.555348	0	0.000000	0.000000	36	538.000000	6.287859	7	16.000000	2.772589	
sOm	3	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	16	62.000000	4.127134	8	34.000000	3.526361	
prac	4	6	32.000000	3.465736	0	0.000000	0.000000	0	0.000000	0.000000	6	32.000000	3.465736	0	0.000000	0.000000	8	34.000000	3.526361	0	0.000000	0.000000	
prad	4	2	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	0	0.000000	0.000000	5	20.000000	2.995732	2	17.000000	2.833213	
praf	4	15	38.000000	3.637586	0	0.000000	0.000000	0	0.000000	0.000000	15	38.000000	3.637586	0	0.000000	0.000000	15	38.000000	3.637586	0	0.000000	0.000000	
prag	4	14	28.000000	3.332205	0	0.000000	0.000000	0	0.000000	0.000000	14	28.000000	3.332205	0	0.000000	0.000000	14	28.000000	3.332205	0	0.000000	0.000000	
pral	4	2	21.000000	3.044522	0	0.000000	0.000000	0	0.000000	0.000000	2	21.000000	3.044522	0	0.000000	0.000000	4	24.000000	3.178054	1	1.000000	0.000000	
prap	4	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	
prav	4	36	304.000000	5.717028	0	0.000000	0.000000	0	0.000000	0.000000	36	304.000000	5.717028	0	0.000000	0.000000	51	354.000000	5.869297	2	10.000000	2.302585	
Lez	3	2	11.000000	2.397895	0	0.000000	0.000000	0	0.000000	0.000000	2	11.000000	2.397895	0	0.000000	0.000000	2	11.000000	2.397895	0	0.000000	0.000000	
svi	3	57	700.000000	6.551080	0	0.000000	0.000000	54	689.000000	6.535241	3	11.000000	2.397895	0	0.000000	0.000000	92	996.000000	6.903747	89	985.000000	6.892642	
vjEt	4	4	30.000000	3.401197	0	0.000000	0.000000	1	4.000000	1.386294	0	0.000000	0.000000	3	26.000000	3.258097	20	339.000000	5.826000	5	40.000000	3.688879	
vrab	4	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	3	9.000000	2.197225	0	0.000000	0.000000	
vrak	4	9	17.000000	2.833213	0	0.000000	0.000000	0	0.000000	0.000000	9	17.000000	2.833213	0	0.000000	0.000000	9	17.000000	2.833213	0	0.000000	0.000000	
vraf	4	5	16.000000	2.772589	0	0.000000	0.000000	0	0.000000	0.000000	5	16.000000	2.772589	0	0.000000	0.000000	6	17.000000	2.833213	0	0.000000	0.000000	
vrap	4	37	91.000000	4.510860	0	0.000000	0.000000	0	0.000000	0.000000	37	91.000000	4.510860	0	0.000000	0.000000	37	91.000000	4.510860	0	0.000000	0.000000	
vrat	4	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	7	12.000000	2.484907	0	0.000000	0.000000	
vrec	4	1	2.000000	0.693147	0	0.000000	0.000000	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	1	2.000000	0.693147	0	0.000000	0.000000	
vrim	4	1	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	1	3.000000	1.098612	0	0.000000	0.000000	
vrin	4	6	63.000000	4.143135	0	0.000000	0.000000	0	0.000000	0.000000	6	63.000000	4.143135	0	0.000000	0.000000	8	66.000000	4.189655	0	0.000000	0.000000	
vru	3	3	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	
sov	3	22	45.000000	3.806662	0	0.000000	0.000000	22	45.000000	3.806662	0	0.000000	0.000000	0	0.000000	0.000000	157	680.000000	6.522093	154	677.000000	6.517671	
spa	3	209	1543.000000	7.341484	1	21.000000	3.044522	201	1377.000000	7.227662	7	145.000000	4.976734	0	0.000000	0.000000	658	5038.000000	8.524764	491	4102.000000	8.319230	
spac	4	23	145.000000	4.976734	0	0.000000	0.000000	23	145.000000	4.976734	0	0.000000	0.000000	0	0.000000	0.000000	27	152.000000	5.023881	23	145.000000	4.976734	
spal	4	32	635.000000	6.453625	1	2.000000	0.693147	31	633.000000	6.450470	0	0.000000	0.000000	0	0.000000	0.000000	60	726.000000	6.587550	57	723.000000	6.583409	
spam	4	1	1.000000	0.000000	0	0.000000	0.000000	1	1.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	2	2.000000	0.693147	1	1.000000	0.000000	
span	4	10	20.000000	2.995732	0	0.000000	0.000000	10	20.000000	2.995732	0	0.000000	0.000000	0	0.000000	0.000000	36	144.000000	4.969813	12	24.000000	3.178054	
spap	4	2	3.000000	1.098612	0	0.000000	0.000000	2	3.000000	1.098612	0	0.000000	0.000000	0	0.000000	0.000000	3	4.000000	1.386294	3	4.000000	1.386294	
spar	4	75	233.000000	5.451038	0	0.000000	0.000000	75	233.000000	5.451038	0	0.000000	0.000000	0	0.000000	0.000000	258	1701.000000	7.438972	160	992.000000	6.899723	
spaw	4	4	16.000000	2.772589	0	0.000000	0.000000	4	16.000000	2.772589	0	0.000000	0.000000	0	0.000000	0.000000	4	16.000000	2.772589	4	16.000000	2.772589	
spEk	4	8	158.000000	5.062595	1	2.000000	0.693147	7	156.000000	5.049856	0	0.000000	0.000000	0	0.000000	0.000000	14	186.000000	5.225747	10	163.000000	5.093750	
spek	4	10	29.000000	3.367296	0	0.000000	0.000000	10	29.000000	3.367296	0	0.000000	0.000000	0	0.000000	0.000000	31	146.000000	4.983607	24	137.000000	4.919981	
spE	3	14	890.000000	6.791221	0	0.000000	0.000000	14	890.000000	6.791221	0	0.000000	0.000000	0	0.000000	0.000000	162	4727.000000	8.461046	52	1397.000000	7.242082	
speN	4	17	66.000000	4.189655	0	0.000000	0.000000	17	66.000000	4.189655	0	0.000000	0.000000	0	0.000000	0.000000	17	66.000000	4.189655	17	66.000000	4.189655	
NEn	3	3	6.000000	1.791759	0	0.000000	0.000000	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	3	6.000000	1.791759	0	0.000000	0.000000	
spel	4	6	8.000000	2.079442	0	0.000000	0.000000	6	8.000000	2.079442	0	0.000000	0.000000	0	0.000000	0.000000	15	22.000000	3.091042	15	22.000000	3.091042	
spEn	4	13	155.000000	5.043425	0	0.000000	0.000000	13	155.000000	5.043425	0	0.000000	0.000000	0	0.000000	0.000000	26	231.000000	5.442418	13	155.000000	5.043425	
sper	4	20	51.000000	3.931826	0	0.000000	0.000000	20	51.000000	3.931826	0	0.000000	0.000000	0	0.000000	0.000000	180	2569.000000	7.851272	87	1215.000000	7.102499	
